id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
241,FC Barcelona,Spain,La Liga,https://sofifa.com/team/241/fc-barcelona/190075/,241,4-3-3 Holding,86,87,86,85,€187.9M,€3.5B,Slow,Normal,Short,Free form,Normal,Safe,Normal,Free form,Press,High,Normal,Cover,10,10,33,27.55,23.64
243,Real Madrid,Spain,La Liga,https://sofifa.com/team/243/real-madrid/190075/,243,4-3-3 False 9,86,83,88,86,€188.5M,€3.5B,Slow,Normal,Mixed,Organised,Lots,Normal,Normal,Free form,Press,High,Normal,Cover,10,10,33,26.73,23.67
10,Manchester City,England,Premier League,https://sofifa.com/team/10/manchester-city/190075/,10,4-3-3 Holding,85,86,88,82,€170M,€2.8B,Slow,Normal,Short,Free form,Normal,Normal,Normal,Free form,Double,Medium,Normal,Cover,10,9,33,26.27,23.88
21,FC Bayern München,Germany,Bundesliga,https://sofifa.com/team/21/fc-bayern-munchen/190075/,21,4-3-3 Holding,85,85,85,85,€100M,€2.8B,Slow,Normal,Short,Organised,Normal,Safe,Normal,Free form,Double,Medium,Normal,Cover,10,9,29,26.27,23.76
45,Juventus,Italy,Serie A,https://sofifa.com/team/45/juventus/190075/,45,4-3-3 Holding,85,89,84,85,€90M,€1.6B,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Double,Medium,Normal,Cover,10,10,24,28.64,26.75
73,Paris Saint-Germain,France,Ligue 1,https://sofifa.com/team/73/paris-saint-germain/190075/,73,4-2-2-2,84,88,85,81,€190.9M,€2.6B,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Free form,Double,Medium,Normal,Cover,10,10,31,26.00,23.00
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/190075/,240,4-4-2 Flat,84,85,83,84,€68.6M,€1.2B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,9,33,25.73,23.39
5,Chelsea,England,Premier League,https://sofifa.com/team/5/chelsea/190075/,5,4-3-3 Flat,83,85,83,82,€95M,€2.5B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,9,9,33,26.64,24.12
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/190075/,9,4-3-3 False 9,83,86,82,82,€90M,€2.4B,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Double,Medium,Wide,Cover,9,8,33,25.18,23.09
18,Tottenham Hotspur,England,Premier League,https://sofifa.com/team/18/tottenham-hotspur/190075/,18,4-3-1-2,83,86,82,83,€85M,€2.4B,Balanced,Normal,Mixed,Organised,Normal,Safe,Little,Free form,Double,Medium,Narrow,Cover,9,8,33,26.55,23.91
