id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
5,Chelsea,,,https://sofifa.com/team/5/chelsea/110002/,5,4-1-2-1-2 Wide,83,73,77,77,€60M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,19,32,27.82,24.44
241,FC Barcelona,,,https://sofifa.com/team/241/fc-barcelona/110002/,241,4-3-3 Flat,83,82,80,79,€90M,€0,Balanced,Little,Mixed,Free form,Little,Normal,Lots,Free form,Press,High,Wide,Cover,20,20,25,26.36,25.00
243,Real Madrid,,,https://sofifa.com/team/243/real-madrid/110002/,243,4-2-3-1 Narrow,83,74,77,79,€98.4M,€0,Balanced,Little,Mixed,Free form,Normal,Risky,Lots,Free form,Press,High,Normal,Cover,20,20,35,25.55,23.26
10,Manchester City,,,https://sofifa.com/team/10/manchester-city/110002/,10,4-2-3-1 Narrow,82,73,76,76,€108M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Lots,Free form,Press,Medium,Normal,Cover,18,16,35,25.18,23.43
11,Manchester United,,,https://sofifa.com/team/11/manchester-united/110002/,11,4-4-2 Flat,82,74,75,78,€39.6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,19,19,35,28.36,24.71
44,Inter,,,https://sofifa.com/team/44/inter/110002/,44,4-1-2-1-2 Wide,82,76,74,77,€40M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,19,33,29.45,25.88
1,Arsenal,,,https://sofifa.com/team/1/arsenal/110002/,1,4-2-3-1 Narrow,81,76,76,76,€35M,€0,Fast,Little,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,19,18,31,22.82,22.74
21,FC Bayern München,,,https://sofifa.com/team/21/fc-bayern-munchen/110002/,21,4-2-3-1 Narrow,81,76,79,77,€54M,€0,Balanced,Little,Mixed,Organised,Little,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,19,23,24.64,24.91
9,Liverpool,,,https://sofifa.com/team/9/liverpool/110002/,9,4-2-3-1 Narrow,80,73,73,72,€30M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,18,18,35,26.36,23.00
18,Tottenham Hotspur,,,https://sofifa.com/team/18/tottenham-hotspur/110002/,18,4-4-1-1 Attack,80,75,78,74,€30M,€0,Balanced,Little,Mixed,Free form,Lots,Risky,Lots,Organised,Press,Deep,Normal,Cover,17,14,33,26.00,24.94
47,AC Milan,,,https://sofifa.com/team/47/ac-milan/110002/,47,4-1-2-1-2 Wide,80,77,76,75,€31.2M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Offside trap,19,19,35,28.09,26.97
66,Olympique Lyonnais,,,https://sofifa.com/team/66/olympique-lyonnais/110002/,66,4-2-3-1 Narrow,80,74,73,71,€26.4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,17,17,32,26.09,22.59
45,Juventus,,,https://sofifa.com/team/45/juventus/110002/,45,4-4-2 Flat,79,74,76,73,€30M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,35,26.18,25.14
52,Roma,,,https://sofifa.com/team/52/roma/110002/,52,4-1-2-1-2 Wide,79,77,78,75,€10M,€0,Balanced,Little,Short,Organised,Normal,Risky,Normal,Free form,Press,Medium,Normal,Offside trap,18,16,26,29.45,27.96
461,Valencia CF,,,https://sofifa.com/team/461/valencia-cf/110002/,461,4-2-3-1 Narrow,79,78,73,72,€21.6M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,17,17,35,26.09,24.97
481,Sevilla FC,,,https://sofifa.com/team/481/sevilla-fc/110002/,481,4-4-1-1 Attack,79,73,74,74,€24M,€0,Fast,Little,Mixed,Free form,Lots,Risky,Lots,Free form,Press,Medium,Wide,Cover,17,17,35,27.55,24.17
240,Atlético Madrid,,,https://sofifa.com/team/240/atletico-madrid/110002/,240,4-4-2 Flat,79,70,72,71,€20.4M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Normal,Cover,18,16,35,25.09,22.71
2,Aston Villa,,,https://sofifa.com/team/2/aston-villa/110002/,2,4-4-1-1 Attack,78,77,72,75,€18M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,13,31,26.36,25.13
7,Everton,,,https://sofifa.com/team/7/everton/110002/,7,4-4-1-1 Attack,78,69,72,70,€15M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,13,34,27.64,22.47
28,Hamburger SV,,,https://sofifa.com/team/28/hamburger-sv/110002/,28,4-4-2 Flat,78,74,72,71,€15M,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,15,31,29.09,24.74
32,Bayer 04 Leverkusen,,,https://sofifa.com/team/32/bayer-04-leverkusen/110002/,32,4-2-3-1 Narrow,78,76,79,75,€11M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,14,22,25.73,25.09
38,SV Werder Bremen,,,https://sofifa.com/team/38/sv-werder-bremen/110002/,38,4-1-2-1-2 Wide,78,70,72,71,€16M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Wide,Cover,18,16,34,26.91,24.12
175,VfL Wolfsburg,,,https://sofifa.com/team/175/vfl-wolfsburg/110002/,175,4-2-3-1 Narrow,78,72,72,71,€30M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,12,32,27.00,24.78
219,Olympique de Marseille,,,https://sofifa.com/team/219/olympique-de-marseille/110002/,219,4-3-3 Flat,78,73,75,71,€20.4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,16,28,27.27,25.18
483,Villarreal CF,,,https://sofifa.com/team/483/villarreal-cf/110002/,483,4-1-2-1-2 Wide,78,80,77,74,€17M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,17,15,23,27.00,25.83
22,Borussia Dortmund,,,https://sofifa.com/team/22/borussia-dortmund/110002/,22,4-2-3-1 Narrow,77,71,75,75,€7.5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,17,14,28,22.45,23.43
34,FC Schalke 04,,,https://sofifa.com/team/34/fc-schalke-04/110002/,34,4-4-2 Flat,77,74,73,71,€18M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Double,Medium,Normal,Cover,18,15,35,25.27,24.69
110374,Fiorentina,,,https://sofifa.com/team/110374/fiorentina/110002/,110374,4-3-3 Flat,77,73,74,72,€15M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Offside trap,17,14,32,26.64,23.97
59,FC Girondins de Bordeaux,,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/110002/,59,4-2-3-1 Narrow,77,72,74,73,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,15,28,26.55,24.21
144,Fulham FC,,,https://sofifa.com/team/144/fulham-fc/110002/,144,4-4-1-1 Attack,77,71,71,72,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,13,35,29.27,25.71
110556,Genoa,,,https://sofifa.com/team/110556/genoa/110002/,110556,4-4-2 Flat,77,70,70,73,€25M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,15,12,31,27.91,24.00
1837,Sampdoria,,,https://sofifa.com/team/1837/sampdoria/110002/,1837,4-4-2 Flat,76,73,73,70,€8M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,11,28,26.09,23.89
48,Napoli,,,https://sofifa.com/team/48/napoli/110002/,48,3-4-2-1,76,77,75,75,€18.6M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,15,12,26,27.55,27.15
1843,Palermo FC,,,https://sofifa.com/team/1843/palermo-fc/110002/,1843,4-3-2-1,76,71,70,72,€14M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,10,28,24.64,22.54
65,Lille OSC,,,https://sofifa.com/team/65/lille-osc/110002/,65,4-3-3 Flat,76,71,71,68,€6M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,12,10,28,25.18,23.68
73,Paris Saint-Germain,,,https://sofifa.com/team/73/paris-saint-germain/110002/,73,4-2-2-2,76,72,73,71,€10M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,19,15,28,26.91,24.93
88,Birmingham City,,,https://sofifa.com/team/88/birmingham-city/110002/,88,4-4-2 Flat,76,72,70,72,€11M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,12,9,33,27.45,25.36
448,Athletic Club,,,https://sofifa.com/team/448/athletic-club/110002/,448,4-4-1-1 Attack,76,70,73,69,€8.5M,€0,Fast,Little,Long,Organised,Lots,Normal,Normal,Organised,Double,Medium,Normal,Cover,15,13,35,24.82,23.31
3,Blackburn Rovers,,,https://sofifa.com/team/3/blackburn-rovers/110002/,3,4-1-2-1-2 Wide,75,72,72,70,€14.4M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,14,12,34,27.27,24.26
4,Bolton Wanderers,,,https://sofifa.com/team/4/bolton-wanderers/110002/,4,4-4-2 Flat,75,70,74,72,€13.2M,€0,Balanced,Little,Long,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,12,31,27.64,25.42
19,West Ham United,,,https://sofifa.com/team/19/west-ham-united/110002/,19,4-4-2 Flat,75,73,72,71,€10.8M,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,15,13,35,27.00,25.26
36,VfB Stuttgart,,,https://sofifa.com/team/36/vfb-stuttgart/110002/,36,4-4-2 Flat,75,73,73,71,€12M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,14,28,24.45,24.54
10029,TSG 1899 Hoffenheim,,,https://sofifa.com/team/10029/tsg-1899-hoffenheim/110002/,10029,4-3-3 Flat,75,69,72,69,€15M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Lots,Free form,Press,High,Normal,Cover,14,10,30,23.36,22.50
46,Lazio,,,https://sofifa.com/team/46/lazio/110002/,46,4-2-3-1 Narrow,75,73,74,74,€15M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,11,30,27.64,27.70
1860,Getafe CF,,,https://sofifa.com/team/1860/getafe-cf/110002/,1860,4-2-3-1 Narrow,75,69,71,69,€9M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,12,35,25.64,24.26
106,Sunderland,,,https://sofifa.com/team/106/sunderland/110002/,106,4-4-1-1 Attack,75,70,73,70,€15M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,13,10,29,25.45,23.48
242,RC Deportivo de La Coruña,,,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/110002/,242,4-2-3-1 Narrow,75,70,70,71,€750K,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Wide,Cover,18,13,35,27.64,25.34
13,Newcastle United,,,https://sofifa.com/team/13/newcastle-united/110002/,13,4-4-1-1 Attack,74,71,70,70,€15.5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,15,12,34,26.09,23.74
