id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
241,FC Barcelona,Spain,La Liga,https://sofifa.com/team/241/fc-barcelona/100002/,241,4-3-3 Flat,84,73,77,74,€85M,€0,Balanced,Little,Short,Free form,Normal,Normal,Lots,Free form,Contain,High,Wide,Offside trap,20,20,35,26.09,23.46
5,Chelsea,England,Premier League,https://sofifa.com/team/5/chelsea/100002/,5,4-1-2-1-2 Wide,83,80,75,76,€90M,€0,Fast,Little,Mixed,Free form,Lots,Normal,Lots,Free form,Press,Deep,Normal,Cover,19,19,37,28.91,24.19
44,Inter,Italy,Serie A,https://sofifa.com/team/44/inter/100002/,44,4-1-2-1-2 Wide,83,77,72,80,€80M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,19,32,28.55,25.09
243,Real Madrid,Spain,La Liga,https://sofifa.com/team/243/real-madrid/100002/,243,4-1-2-1-2 Wide,83,71,80,72,€100M,€0,Balanced,Little,Short,Free form,Normal,Risky,Lots,Free form,Press,Medium,Normal,Offside trap,20,20,35,24.82,23.49
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/100002/,9,4-4-1-1 Attack,82,74,76,75,€60M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,19,18,40,25.73,22.53
11,Manchester United,England,Premier League,https://sofifa.com/team/11/manchester-united/100002/,11,4-4-2 Flat,82,78,76,76,€90M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,19,40,27.36,23.75
45,Juventus,Italy,Serie A,https://sofifa.com/team/45/juventus/100002/,45,4-1-2-1-2 Wide,82,78,73,76,€60M,€0,Balanced,Little,Mixed,Free form,Normal,Normal,Lots,Free form,Press,Medium,Wide,Offside trap,20,19,34,27.45,25.65
1,Arsenal,England,Premier League,https://sofifa.com/team/1/arsenal/100002/,1,4-3-3 Flat,81,75,73,74,€45M,€0,Balanced,Little,Short,Free form,Normal,Safe,Normal,Free form,Press,Deep,Normal,Cover,19,18,40,24.73,21.88
10,Manchester City,England,Premier League,https://sofifa.com/team/10/manchester-city/100002/,10,4-4-1-1 Attack,81,73,76,75,€100M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Medium,Normal,Cover,16,14,37,26.82,23.41
21,FC Bayern München,Germany,Bundesliga,https://sofifa.com/team/21/fc-bayern-munchen/100002/,21,4-4-2 Flat,81,81,77,75,€80M,€0,Balanced,Little,Mixed,Free form,Lots,Normal,Lots,Free form,Press,High,Normal,Cover,20,18,23,27.09,25.30
47,AC Milan,Italy,Serie A,https://sofifa.com/team/47/ac-milan/100002/,47,4-3-2-1,81,74,79,77,€60M,€0,Balanced,Little,Short,Free form,Normal,Normal,Lots,Free form,Press,Deep,Normal,Offside trap,20,19,31,28.73,27.87
52,Roma,Italy,Serie A,https://sofifa.com/team/52/roma/100002/,52,4-2-3-1 Narrow,80,76,75,78,€30M,€0,Fast,Little,Short,Free form,Normal,Normal,Lots,Free form,Contain,Medium,Wide,Offside trap,19,16,28,28.18,26.75
461,Valencia CF,Spain,La Liga,https://sofifa.com/team/461/valencia-cf/100002/,461,4-2-3-1 Narrow,80,73,76,75,€18M,€0,Slow,Little,Short,Free form,Normal,Normal,Lots,Organised,Press,Medium,Normal,Offside trap,17,17,31,26.55,24.90
2,Aston Villa,England,Premier League,https://sofifa.com/team/2/aston-villa/100002/,2,4-4-2 Flat,79,70,72,75,€37.5M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Normal,Free form,Double,Deep,Narrow,Cover,15,13,35,27.45,24.34
7,Everton,England,Premier League,https://sofifa.com/team/7/everton/100002/,7,4-4-1-1 Attack,79,73,73,73,€25M,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Double,Medium,Normal,Cover,16,13,35,28.18,23.49
18,Tottenham Hotspur,England,Premier League,https://sofifa.com/team/18/tottenham-hotspur/100002/,18,4-4-2 Flat,79,74,76,73,€40M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,16,13,34,24.91,23.38
66,Olympique Lyonnais,France,Ligue 1,https://sofifa.com/team/66/olympique-lyonnais/100002/,66,4-3-3 Flat,79,72,71,69,€70M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,High,Wide,Offside trap,16,17,35,26.09,22.51
219,Olympique de Marseille,France,Ligue 1,https://sofifa.com/team/219/olympique-de-marseille/100002/,219,4-3-3 Flat,79,75,71,73,€45M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Free form,Double,Medium,Normal,Offside trap,20,16,29,28.09,25.69
481,Sevilla FC,Spain,La Liga,https://sofifa.com/team/481/sevilla-fc/100002/,481,4-4-1-1 Attack,79,71,78,71,€30M,€0,Slow,Little,Short,Free form,Normal,Risky,Lots,Free form,Double,Medium,Normal,Offside trap,17,17,33,28.09,24.58
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/100002/,240,4-4-2 Flat,79,70,73,69,€25M,€0,Balanced,Little,Short,Free form,Normal,Normal,Lots,Free form,Press,High,Normal,Offside trap,18,16,32,25.73,22.72
28,Hamburger SV,Germany,Bundesliga,https://sofifa.com/team/28/hamburger-sv/100002/,28,4-4-2 Flat,78,74,71,68,€20M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,High,Normal,Cover,17,15,33,27.64,24.27
38,SV Werder Bremen,Germany,Bundesliga,https://sofifa.com/team/38/sv-werder-bremen/100002/,38,4-2-3-1 Narrow,78,69,72,72,€30M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,High,Wide,Cover,18,16,32,25.73,23.28
110374,Fiorentina,Italy,Serie A,https://sofifa.com/team/110374/fiorentina/100002/,110374,4-2-3-1 Narrow,78,74,68,74,€45M,€0,Fast,Little,Short,Free form,Normal,Normal,Normal,Free form,Contain,Medium,Normal,Offside trap,17,13,28,26.91,23.82
59,FC Girondins de Bordeaux,France,Ligue 1,https://sofifa.com/team/59/fc-girondins-de-bordeaux/100002/,59,4-1-2-1-2 Wide,78,74,77,75,€15M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Double,Medium,Wide,Offside trap,17,15,25,25.55,25.40
175,VfL Wolfsburg,Germany,Bundesliga,https://sofifa.com/team/175/vfl-wolfsburg/100002/,175,4-1-2-1-2 Wide,78,71,73,68,€40M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,15,11,32,26.09,23.94
483,Villarreal CF,Spain,La Liga,https://sofifa.com/team/483/villarreal-cf/100002/,483,4-2-3-1 Narrow,78,78,75,74,€17.5M,€0,Balanced,Little,Short,Free form,Normal,Normal,Lots,Free form,Contain,Medium,Wide,Offside trap,17,15,25,26.64,25.72
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/100002/,32,4-4-2 Flat,77,75,73,75,€10M,€0,Fast,Little,Short,Organised,Lots,Risky,Lots,Organised,Press,High,Wide,Cover,15,13,25,24.09,24.04
