id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
21,FC Bayern München,Germany,Bundesliga,https://sofifa.com/team/21/fc-bayern-munchen/160058/,21,4-1-4-1,85,88,84,84,€80M,€0,Balanced,Normal,Short,Free form,Little,Safe,Little,Free form,Double,High,Wide,Cover,20,20,30,26.73,25.17
241,FC Barcelona,Spain,La Liga,https://sofifa.com/team/241/fc-barcelona/160058/,241,4-3-3 Holding,84,91,85,82,€100M,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,20,33,28.36,24.79
243,Real Madrid,Spain,La Liga,https://sofifa.com/team/243/real-madrid/160058/,243,4-3-3 Attack,84,86,86,83,€100M,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,20,33,27.09,23.36
5,Chelsea,England,Premier League,https://sofifa.com/team/5/chelsea/160058/,5,4-2-3-1 Wide,83,81,82,82,€85M,€0,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,20,33,27.18,23.48
73,Paris Saint-Germain,France,Ligue 1,https://sofifa.com/team/73/paris-saint-germain/160058/,73,4-3-3 Holding,83,84,82,82,€100M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,33,27.91,23.64
1,Arsenal,England,Premier League,https://sofifa.com/team/1/arsenal/160058/,1,4-2-3-1 Wide,82,82,79,80,€70M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,19,18,33,26.73,23.45
10,Manchester City,England,Premier League,https://sofifa.com/team/10/manchester-city/160058/,10,4-4-1-1 Midfield,82,84,82,81,€100M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Free form,Press,Medium,Normal,Cover,19,19,33,28.27,24.42
45,Juventus,Italy,Serie A,https://sofifa.com/team/45/juventus/160058/,45,3-1-4-2,82,81,79,83,€60M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,19,32,29.36,25.09
11,Manchester United,England,Premier League,https://sofifa.com/team/11/manchester-united/160058/,11,4-1-4-1,81,69,80,77,€80M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,20,33,23.64,23.45
22,Borussia Dortmund,Germany,Bundesliga,https://sofifa.com/team/22/borussia-dortmund/160058/,22,4-1-4-1,81,84,81,81,€30M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,19,18,33,25.55,23.33
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/160058/,240,4-4-2 Flat,81,81,80,81,€60M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,19,19,31,26.73,23.42
461,Valencia CF,Spain,La Liga,https://sofifa.com/team/461/valencia-cf/160058/,461,4-3-3 Holding,80,79,80,79,€70M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,18,17,33,25.00,22.76
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/160058/,9,4-2-3-1 Wide,79,81,79,79,€55M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,18,18,33,25.45,23.67
18,Tottenham Hotspur,England,Premier League,https://sofifa.com/team/18/tottenham-hotspur/160058/,18,4-2-3-1 Wide,79,82,78,79,€45M,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,17,17,33,24.09,21.76
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/160058/,32,4-2-3-1 Wide,79,79,76,76,€25M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Narrow,Cover,17,16,29,24.27,23.34
44,Inter,Italy,Serie A,https://sofifa.com/team/44/inter/160058/,44,4-2-3-1 Narrow,79,78,79,78,€37.5M,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,17,25,25.55,25.28
48,Napoli,Italy,Serie A,https://sofifa.com/team/48/napoli/160058/,48,4-3-3 Flat,79,83,78,79,€27.5M,€0,Balanced,Lots,Mixed,Organised,Normal,Risky,Lots,Organised,Double,Medium,Normal,Offside trap,18,17,25,25.73,25.04
52,Roma,Italy,Serie A,https://sofifa.com/team/52/roma/160058/,52,4-3-3 False 9,79,79,82,78,€34M,€0,Balanced,Lots,Mixed,Organised,Lots,Risky,Normal,Free form,Press,Medium,Normal,Cover,18,17,33,24.55,25.12
