id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
243,Real Madrid,Spain,La Liga,https://sofifa.com/team/243/real-madrid/170099/,243,4-3-3 Attack,86,88,86,86,€99.8M,€2.7B,Balanced,Lots,Short,Free form,Normal,Normal,Lots,Free form,Double,High,Normal,Cover,10,10,33,27.18,24.12
21,FC Bayern München,Germany,Bundesliga,https://sofifa.com/team/21/fc-bayern-munchen/170099/,21,4-2-3-1 Wide,85,85,85,85,€90M,€2.5B,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Free form,Press,Medium,Wide,Cover,10,10,27,27.91,23.96
45,Juventus,Italy,Serie A,https://sofifa.com/team/45/juventus/170099/,45,4-2-3-1 Wide,85,89,84,85,€90M,€1.6B,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Narrow,Cover,10,10,28,29.00,26.21
241,FC Barcelona,Spain,La Liga,https://sofifa.com/team/241/fc-barcelona/170099/,241,4-3-3 Holding,85,92,85,83,€92M,€2.4B,Balanced,Normal,Short,Free form,Little,Normal,Lots,Free form,Press,Medium,Normal,Cover,10,10,33,26.82,24.12
1,Arsenal,England,Premier League,https://sofifa.com/team/1/arsenal/170099/,1,4-2-3-1 Wide,83,81,83,82,€90.7M,€2.4B,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,9,9,33,26.64,24.42
5,Chelsea,England,Premier League,https://sofifa.com/team/5/chelsea/170099/,5,5-2-3,83,86,84,81,€99.2M,€2B,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,10,10,33,26.45,23.33
10,Manchester City,England,Premier League,https://sofifa.com/team/10/manchester-city/170099/,10,4-3-3 Holding,83,83,85,81,€117.9M,€2.2B,Balanced,Normal,Short,Free form,Normal,Normal,Little,Free form,Press,Medium,Normal,Cover,10,9,33,28.36,24.79
11,Manchester United,England,Premier League,https://sofifa.com/team/11/manchester-united/170099/,11,4-2-3-1 Wide,83,84,84,82,€120M,€3.6B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,10,33,24.82,23.58
73,Paris Saint-Germain,France,Ligue 1,https://sofifa.com/team/73/paris-saint-germain/170099/,73,4-3-3 Holding,83,85,83,82,€100M,€2B,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,10,30,26.27,22.90
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/170099/,240,4-4-2 Flat,83,84,82,84,€60M,€1.2B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,9,33,26.55,23.79
22,Borussia Dortmund,Germany,Bundesliga,https://sofifa.com/team/22/borussia-dortmund/170099/,22,3-4-3 Flat,82,85,80,82,€50M,€736.2M,Balanced,Normal,Short,Organised,Normal,Normal,Normal,Free form,Double,High,Normal,Cover,9,8,32,25.82,23.34
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/170099/,9,4-3-3 Holding,81,82,81,81,€71.8M,€1.9B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,9,8,33,25.55,22.39
18,Tottenham Hotspur,England,Premier League,https://sofifa.com/team/18/tottenham-hotspur/170099/,18,4-2-3-1 Wide,81,85,81,81,€69.1M,€1.8B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Normal,Cover,8,7,33,25.09,22.42
44,Inter,Italy,Serie A,https://sofifa.com/team/44/inter/170099/,44,4-2-3-1 Wide,81,82,81,79,€39M,€499M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,8,8,29,26.73,25.62
48,Napoli,Italy,Serie A,https://sofifa.com/team/48/napoli/170099/,48,4-3-3 Flat,81,82,81,79,€40M,€423M,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Offside trap,9,7,26,27.09,25.31
52,Roma,Italy,Serie A,https://sofifa.com/team/52/roma/170099/,52,3-4-2-1,81,82,81,81,€40M,€512M,Balanced,Lots,Mixed,Organised,Lots,Risky,Normal,Free form,Press,Medium,Normal,Cover,9,7,24,26.73,25.33
481,Sevilla FC,Spain,La Liga,https://sofifa.com/team/481/sevilla-fc/170099/,481,4-2-3-1 Wide,81,80,81,80,€34.1M,€960M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,7,6,28,27.09,25.18
7,Everton,England,Premier League,https://sofifa.com/team/7/everton/170099/,7,4-2-3-1 Wide,80,85,78,79,€51.4M,€900M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,6,33,25.73,24.15
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/170099/,32,4-4-2 Holding,80,79,80,79,€40M,€414.5M,Fast,Normal,Mixed,Organised,Little,Risky,Normal,Organised,Double,Medium,Narrow,Cover,8,6,28,23.73,23.36
483,Villarreal CF,Spain,La Liga,https://sofifa.com/team/483/villarreal-cf/170099/,483,4-4-2 Flat,80,79,81,79,€31M,€370M,Balanced,Normal,Mixed,Free form,Little,Normal,Little,Free form,Press,Medium,Normal,Cover,8,7,33,26.55,24.55
23,Borussia Mönchengladbach,Germany,Bundesliga,https://sofifa.com/team/23/borussia-monchengladbach/170099/,23,4-4-2 Holding,79,81,78,78,€25M,€314.8M,Balanced,Normal,Mixed,Organised,Little,Normal,Normal,Free form,Press,Medium,Narrow,Cover,6,6,33,24.82,23.67
34,FC Schalke 04,Germany,Bundesliga,https://sofifa.com/team/34/fc-schalke-04/170099/,34,4-2-3-1 Wide,79,77,79,80,€34M,€510.7M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,8,7,33,25.36,23.88
46,Lazio,Italy,Serie A,https://sofifa.com/team/46/lazio/170099/,46,4-3-3 Holding,79,81,79,78,€17.5M,€214M,Fast,Normal,Mixed,Organised,Normal,Risky,Normal,Free form,Press,Medium,Normal,Cover,7,6,26,26.45,24.15
47,AC Milan,Italy,Serie A,https://sofifa.com/team/47/ac-milan/170099/,47,4-3-3 Holding,79,81,77,77,€44M,€627M,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,8,8,29,23.73,25.31
69,AS Monaco,France,Ligue 1,https://sofifa.com/team/69/as-monaco/170099/,69,4-4-2 Holding,79,80,80,79,€23M,€250M,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,6,33,23.36,22.76
175,VfL Wolfsburg,Germany,Bundesliga,https://sofifa.com/team/175/vfl-wolfsburg/170099/,175,4-2-3-1 Narrow,79,82,79,78,€60M,€451M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,7,7,33,24.91,23.52
448,Athletic Club,Spain,La Liga,https://sofifa.com/team/448/athletic-club/170099/,448,4-3-3 Attack,79,80,81,79,€17M,€250M,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,6,6,26,26.36,25.35
1806,Stoke City,England,Premier League,https://sofifa.com/team/1806/stoke-city/170099/,1806,4-2-3-1 Wide,78,77,78,77,€49.3M,€780M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,6,5,33,28.82,25.52
17,Southampton,England,Premier League,https://sofifa.com/team/17/southampton/170099/,17,4-3-3 Holding,78,78,76,77,€49.8M,€800M,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,6,5,33,25.09,24.30
19,West Ham United,England,Premier League,https://sofifa.com/team/19/west-ham-united/170099/,19,5-2-3,78,79,77,77,€63.2M,€1.3B,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,6,33,27.18,23.82
110374,Fiorentina,Italy,Serie A,https://sofifa.com/team/110374/fiorentina/170099/,110374,3-4-2-1,78,81,77,78,€19.5M,€202M,Balanced,Normal,Short,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,8,6,28,27.64,23.93
66,Olympique Lyonnais,France,Ligue 1,https://sofifa.com/team/66/olympique-lyonnais/170099/,66,4-3-3 Attack,78,80,79,76,€17M,€200M,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,8,6,33,24.45,22.61
72,OGC Nice,France,Ligue 1,https://sofifa.com/team/72/ogc-nice/170099/,72,4-2-3-1 Wide,78,80,78,77,€6.5M,€47M,Balanced,Normal,Short,Organised,Little,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,3,33,24.45,22.55
95,Leicester City,England,Premier League,https://sofifa.com/team/95/leicester-city/170099/,95,4-4-2 Flat,78,79,78,76,€51.4M,€900M,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,5,33,27.82,24.45
450,RC Celta,Spain,La Liga,https://sofifa.com/team/450/rc-celta/170099/,450,4-3-3 Attack,78,79,79,78,€10.3M,€110M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,6,4,33,25.18,23.79
