id,name,country,league,url,team_id,formation,overall,attack,midfield,defence,transfer_budget,club_worth,speed,dribbling,passing,positioning,crossing,passing_2,shooting,positioning_2,aggression,pressure,team_width,defender_line,domestic_prestige,international_prestige,players,starting_xi_avg_age,whole_team_avg_age
241,FC Barcelona,Spain,La Liga,https://sofifa.com/team/241/fc-barcelona/200061/,241,4-3-3 Holding,86,88,85,85,€187.9M,€3.5B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,33,27.82,24.55
243,Real Madrid,Spain,La Liga,https://sofifa.com/team/243/real-madrid/200061/,243,4-3-3 False 9,86,85,87,85,€188.5M,€3.5B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,33,28.27,24.48
9,Liverpool,England,Premier League,https://sofifa.com/team/9/liverpool/200061/,9,4-3-3 False 9,85,87,83,85,€103M,€2.1B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,10,33,25.73,24.39
10,Manchester City,England,Premier League,https://sofifa.com/team/10/manchester-city/200061/,10,4-3-3 Holding,85,87,86,83,€176M,€2.7B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,33,27.45,24.30
45,Juventus,Italy,Serie A,https://sofifa.com/team/45/juventus/200061/,45,4-3-1-2,85,89,84,85,€90M,€1.6B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,23,29.27,28.30
73,Paris Saint-Germain,France,Ligue 1,https://sofifa.com/team/73/paris-saint-germain/200061/,73,4-2-4,85,88,84,83,€184.4M,€1.6B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,30,27.55,24.50
21,FC Bayern München,Germany,Bundesliga,https://sofifa.com/team/21/fc-bayern-munchen/200061/,21,4-3-3 Holding,84,87,85,81,€100M,€2.8B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,23,26.27,25.13
240,Atlético Madrid,Spain,La Liga,https://sofifa.com/team/240/atletico-madrid/200061/,240,4-4-2 Flat,83,81,83,82,€68.6M,€1.2B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,9,33,25.36,23.91
18,Tottenham Hotspur,England,Premier League,https://sofifa.com/team/18/tottenham-hotspur/200061/,18,4-2-3-1 Wide,82,85,82,82,€76M,€1.7B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,7,33,25.45,23.00
22,Borussia Dortmund,Germany,Bundesliga,https://sofifa.com/team/22/borussia-dortmund/200061/,22,3-4-2-1,82,83,83,82,€60M,€991.9M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,31,25.36,23.35
44,Inter,Italy,Serie A,https://sofifa.com/team/44/inter/200061/,44,3-1-4-2,82,83,80,86,€53M,€672M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,26,27.45,27.35
48,Napoli,Italy,Serie A,https://sofifa.com/team/48/napoli/200061/,48,4-3-3 Flat,82,84,81,81,€49.3M,€483M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,9,7,26,27.18,26.65
5,Chelsea,England,Premier League,https://sofifa.com/team/5/chelsea/200061/,5,4-3-3 Holding,81,80,84,81,€91M,€2B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,7,33,26.64,23.39
11,Manchester United,England,Premier League,https://sofifa.com/team/11/manchester-united/200061/,11,4-2-3-1 Wide,81,83,81,81,€177M,€3.4B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,7,33,23.91,23.27
46,Lazio,Italy,Serie A,https://sofifa.com/team/46/lazio/200061/,46,3-1-4-2,81,82,81,80,€21M,€214M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,6,26,26.91,26.12
461,Valencia CF,Spain,La Liga,https://sofifa.com/team/461/valencia-cf/200061/,461,4-4-2 Flat,81,81,81,81,€66.3M,€613M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,33,26.27,24.61
1,Arsenal,England,Premier League,https://sofifa.com/team/1/arsenal/200061/,1,4-2-3-1 Wide,80,84,82,78,€74M,€2B,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,7,33,26.09,23.18
32,Bayer 04 Leverkusen,Germany,Bundesliga,https://sofifa.com/team/32/bayer-04-leverkusen/200061/,32,3-4-2-1,80,80,80,79,€39M,€445.8M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,7,6,24,25.09,24.96
112172,RB Leipzig,Germany,Bundesliga,https://sofifa.com/team/112172/rb-leipzig/200061/,112172,5-3-2,80,81,81,79,€50M,€421.2M,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,8,6,33,23.27,21.88
