gameID,teamID,season,date,location,goals,xGoals,shots,shotsOnTarget,deep,ppda,fouls,corners,yellowCards,redCards,result
4747,92,2014,2014-09-28 16:00:00,a,0,0.473814,10,2,2,19.0,9,2,2.0,0,L
4748,85,2014,2014-09-29 20:00:00,h,1,1.56203,12,3,4,9.5417,20,2,1.0,0,W
4748,86,2014,2014-09-29 20:00:00,a,0,1.13994,16,1,6,7.4348,15,10,2.0,0,L
4749,89,2014,2014-08-16 12:45:00,h,1,1.16635,14,5,8,10.12,14,4,2.0,0,L
4749,84,2014,2014-08-16 12:45:00,a,2,0.278076,5,4,2,17.9474,20,0,4.0,0,W
4750,75,2014,2014-08-16 15:00:00,h,2,1.2783,11,3,1,14.48,16,3,1.0,0,D
4750,72,2014,2014-08-16 15:00:00,a,2,0.613273,13,3,15,11.6875,10,6,1.0,0,D
4751,202,2014,2014-08-16 15:00:00,h,0,1.90067,19,6,1,12.8235,10,8,1.0,0,L
4751,91,2014,2014-08-16 15:00:00,a,1,1.11757,11,4,5,10.2857,10,9,2.0,0,W
4752,85,2014,2014-08-16 15:00:00,h,0,0.423368,12,2,3,4.125,14,2,0.0,0,L
4752,71,2014,2014-08-16 15:00:00,a,1,0.909774,7,1,4,14.0435,9,8,3.0,0,W
4753,76,2014,2014-08-16 15:00:00,h,2,1.68343,10,5,6,5.9355,18,6,3.0,0,D
4753,77,2014,2014-08-16 15:00:00,a,2,0.991901,7,2,3,13.6875,9,3,1.0,0,D
4754,81,2014,2014-08-16 15:00:00,h,0,1.8531,18,4,9,11.25,12,8,1.0,1,L
4754,82,2014,2014-08-16 15:00:00,a,1,1.01706,10,4,3,10.9565,10,5,0.0,1,W
4755,83,2014,2014-08-16 17:30:00,h,2,1.55411,14,6,9,2.9333,13,9,2.0,0,W
4755,78,2014,2014-08-16 17:30:00,a,1,0.158151,4,2,0,14.1724,19,3,2.0,1,L
4756,87,2014,2014-08-17 13:30:00,h,2,1.33192,12,5,6,11.3333,8,2,1.0,0,W
4756,74,2014,2014-08-17 13:30:00,a,1,1.55248,12,6,9,11.1389,11,6,2.0,0,L
4757,86,2014,2014-08-17 16:00:00,h,0,0.965583,12,0,6,15.5909,8,3,1.0,0,L
4757,88,2014,2014-08-17 16:00:00,a,2,1.48053,13,5,9,12.9091,11,3,5.0,0,W
4758,92,2014,2014-08-18 20:00:00,h,1,0.371141,9,2,2,17.9524,6,4,1.0,0,L
4758,80,2014,2014-08-18 20:00:00,a,3,2.12996,11,3,10,13.7333,7,3,1.0,0,W
4759,71,2014,2014-08-23 12:45:00,h,0,0.507525,10,0,4,15.5238,11,7,4.0,0,D
4759,86,2014,2014-08-23 12:45:00,a,0,0.699295,11,4,7,8.5714,8,7,0.0,1,D
4760,80,2014,2014-08-23 15:00:00,h,2,2.02939,27,10,12,7.0526,11,8,0.0,0,W
4760,75,2014,2014-08-23 15:00:00,a,0,0.550894,6,4,1,9.1563,11,7,1.0,0,L
4761,78,2014,2014-08-23 15:00:00,h,1,0.617283,9,4,7,8.1515,14,6,1.0,0,L
4761,81,2014,2014-08-23 15:00:00,a,3,1.33957,17,8,6,9.0455,11,9,3.0,0,W
4762,74,2014,2014-08-23 15:00:00,h,0,0.665853,9,2,5,7.4444,14,1,1.0,0,D
4762,76,2014,2014-08-23 15:00:00,a,0,0.665791,8,2,2,12.3913,15,5,2.0,0,D
4763,84,2014,2014-08-23 15:00:00,h,1,0.914215,10,5,2,14.0,14,2,2.0,0,W
4763,92,2014,2014-08-23 15:00:00,a,0,0.843331,12,1,9,13.75,13,3,1.0,0,L
4764,72,2014,2014-08-23 17:30:00,h,2,1.33429,8,2,3,15.8824,10,3,1.0,0,D
4764,83,2014,2014-08-23 17:30:00,a,2,1.43355,13,3,8,7.7879,18,3,4.0,0,D
4765,91,2014,2014-08-24 13:30:00,h,1,0.870175,9,2,2,20.5,10,4,1.0,1,D
4765,85,2014,2014-08-24 13:30:00,a,1,1.60916,19,3,13,9.7895,10,5,3.0,0,D
4766,82,2014,2014-08-24 13:30:00,h,4,2.38894,18,5,8,7.7241,12,7,0.0,0,W
4766,202,2014,2014-08-24 13:30:00,a,0,1.07617,9,1,2,16.2857,6,6,1.0,0,L
4767,77,2014,2014-08-24 16:00:00,h,1,0.666489,11,3,4,12.7143,10,4,0.0,0,D
4767,89,2014,2014-08-24 16:00:00,a,1,0.941557,10,3,2,11.0,15,4,2.0,0,D
4768,88,2014,2014-08-25 20:00:00,h,3,1.31375,9,4,11,17.0,13,6,1.0,0,W
4768,87,2014,2014-08-25 20:00:00,a,1,0.901889,11,3,7,18.2222,7,7,1.0,0,L
4769,92,2014,2014-08-30 12:45:00,h,0,0.513746,9,3,2,11.2963,10,3,2.0,0,D
4769,89,2014,2014-08-30 12:45:00,a,0,0.467281,7,2,11,7.1429,14,6,2.0,0,D
4770,88,2014,2014-08-30 15:00:00,h,0,0.891768,16,2,19,3.4667,14,11,2.0,0,L
4770,85,2014,2014-08-30 15:00:00,a,1,0.299792,7,2,4,27.1667,5,4,1.0,0,W
4771,86,2014,2014-08-30 15:00:00,h,3,1.69776,18,4,10,4.5556,12,11,1.0,0,D
4771,78,2014,2014-08-30 15:00:00,a,3,1.66056,12,7,3,9.76,19,4,3.0,0,D
4772,202,2014,2014-08-30 15:00:00,h,1,1.27277,18,5,7,12.3846,8,4,1.0,0,W
4772,77,2014,2014-08-30 15:00:00,a,0,0.964343,16,6,7,7.9048,9,6,2.0,0,L
4773,84,2014,2014-08-30 15:00:00,h,3,2.02641,15,8,5,13.0,10,0,1.0,0,W
4773,76,2014,2014-08-30 15:00:00,a,0,0.696665,16,2,5,15.4643,8,7,2.0,0,L
4774,81,2014,2014-08-30 15:00:00,h,1,0.635223,4,2,0,27.6667,11,2,2.0,0,L
4774,74,2014,2014-08-30 15:00:00,a,3,1.57513,18,8,11,7.0769,13,9,1.0,0,W
4775,72,2014,2014-08-30 17:30:00,h,3,1.4491,16,6,11,6.1852,7,8,1.0,0,L
4775,80,2014,2014-08-30 17:30:00,a,6,2.02665,12,8,7,10.5862,16,2,3.0,0,W
4776,71,2014,2014-08-31 13:30:00,h,2,0.639316,11,4,6,28.1538,9,3,1.0,0,W
4776,91,2014,2014-08-31 13:30:00,a,1,0.28888,9,3,7,11.5833,10,7,4.0,0,L
4777,82,2014,2014-08-31 13:30:00,h,0,0.48592,7,1,6,7.0714,14,7,0.0,0,L
4777,87,2014,2014-08-31 13:30:00,a,3,2.74317,17,8,4,12.12,11,3,4.0,0,W
4778,75,2014,2014-08-31 16:00:00,h,1,0.809743,9,3,4,11.0,14,5,3.0,0,D
4778,83,2014,2014-08-31 16:00:00,a,1,2.29649,24,6,13,7.5,6,10,1.0,0,D
4779,102,2014,2015-05-02 17:00:00,h,0,0.912856,18,2,6,8.1818,14,4,4.0,0,L
4779,98,2014,2015-05-02 17:00:00,a,1,1.15289,14,5,4,9.0952,14,4,1.0,0,W
4780,104,2014,2015-05-02 19:45:00,h,0,0.400702,6,2,1,8.3571,12,6,2.0,0,D
4780,100,2014,2015-05-02 19:45:00,a,0,1.65519,13,2,6,5.5185,22,6,3.0,0,D
4781,95,2014,2015-05-03 11:30:00,h,2,0.872024,15,6,3,8.1429,19,7,3.0,0,W
4781,101,2014,2015-05-03 11:30:00,a,0,0.442319,10,3,11,6.9643,21,8,3.0,0,L
4782,106,2014,2015-05-03 14:00:00,h,0,0.895308,23,3,10,5.2273,15,11,3.0,0,D
4782,109,2014,2015-05-03 14:00:00,a,0,0.859563,11,4,1,22.4,10,5,1.0,0,D
4783,94,2014,2015-05-03 14:00:00,h,0,0.815884,14,3,9,10.6364,14,6,1.0,2,L
4783,99,2014,2015-05-03 14:00:00,a,1,2.74677,20,4,12,9.1,16,5,4.0,0,W
4784,107,2014,2015-05-03 14:00:00,h,1,1.59749,16,6,7,7.7419,12,9,2.0,0,D
4784,96,2014,2015-05-03 14:00:00,a,1,1.56633,14,5,3,6.1429,21,5,6.0,0,D
4785,110,2014,2015-05-03 14:00:00,h,3,3.31326,24,12,9,9.4,11,9,1.0,0,W
4785,203,2014,2015-05-03 14:00:00,a,1,0.90953,13,1,6,9.4074,17,5,1.0,0,L
4786,105,2014,2015-05-03 19:45:00,h,3,3.13346,27,7,26,4.5938,13,15,2.0,0,W
4786,111,2014,2015-05-03 19:45:00,a,0,0.112051,2,1,0,27.0909,9,1,0.0,1,L
4787,116,2014,2015-05-04 19:45:00,h,4,2.08635,11,7,4,15.1111,10,4,3.0,0,W
4787,230,2014,2015-05-04 19:45:00,a,0,0.991984,21,3,8,9.3077,12,4,1.0,0,L
4788,113,2014,2015-05-06 14:00:00,h,0,0.961341,19,5,7,8.6667,14,5,3.0,0,L
4788,108,2014,2015-05-06 14:00:00,a,1,1.26479,21,6,4,13.1333,13,6,1.0,0,W
4789,98,2014,2015-05-09 17:00:00,h,1,0.410515,13,4,3,10.4231,15,8,1.0,0,D
4789,116,2014,2015-05-09 17:00:00,a,1,1.81708,15,6,7,15.4545,7,3,1.0,0,D
4790,111,2014,2015-05-09 19:45:00,h,2,2.40295,11,4,2,15.6316,15,6,4.0,0,W
4790,95,2014,2015-05-09 19:45:00,a,1,1.47723,15,3,7,9.35,16,5,3.0,0,L
4791,109,2014,2015-05-10 11:30:00,h,2,1.99992,19,4,6,7.5238,15,11,3.0,0,D
4791,94,2014,2015-05-10 11:30:00,a,2,2.07565,14,3,4,9.4211,15,3,5.0,0,D
4792,99,2014,2015-05-10 14:00:00,h,1,1.90478,15,3,5,7.0323,9,5,1.0,0,L
4792,102,2014,2015-05-10 14:00:00,a,4,4.31492,20,11,7,7.0,18,6,4.0,0,W
4793,100,2014,2015-05-10 14:00:00,h,2,4.53848,24,8,15,3.7941,17,13,1.0,0,L
4793,107,2014,2015-05-10 14:00:00,a,3,1.40147,10,7,7,13.0,14,3,2.0,1,W
4794,203,2014,2015-05-10 14:00:00,h,2,2.49522,13,6,9,10.2857,15,3,2.0,0,L
4794,104,2014,2015-05-10 14:00:00,a,3,1.24035,12,7,8,7.1212,18,4,0.0,0,W
4795,230,2014,2015-05-10 17:00:00,h,2,1.30038,13,5,1,13.0,9,4,2.0,0,D
4795,105,2014,2015-05-10 17:00:00,a,2,1.45305,23,12,10,9.8333,11,10,1.0,0,D
4796,108,2014,2015-05-10 17:00:00,h,2,1.16432,16,3,8,10.5,8,8,1.0,0,L
4796,110,2014,2015-05-10 17:00:00,a,3,1.12848,11,5,6,7.8,10,4,2.0,0,W
4797,96,2014,2015-05-10 19:45:00,h,1,1.30251,11,6,6,19.8421,14,8,3.0,2,L
4797,106,2014,2015-05-10 19:45:00,a,2,2.23366,14,7,5,6.5,14,3,3.0,0,W
4798,101,2014,2015-05-11 19:45:00,h,5,1.55138,13,8,6,8.3929,13,5,2.0,0,W
4798,113,2014,2015-05-11 19:45:00,a,1,0.535982,9,4,3,10.3182,15,2,4.0,0,L
4799,106,2014,2015-05-16 17:00:00,h,1,1.95157,20,7,16,5.875,21,9,5.0,0,L
4799,98,2014,2015-05-16 17:00:00,a,2,1.81655,14,4,2,26.4167,7,3,2.0,0,W
4800,102,2014,2015-05-16 19:45:00,h,0,1.12115,8,1,8,5.6563,13,5,2.0,0,L
4800,96,2014,2015-05-16 19:45:00,a,1,1.02847,14,2,3,4.1795,20,6,0.0,0,W
4801,104,2014,2015-05-17 11:30:00,h,3,1.4837,6,5,8,11.0741,14,3,2.0,0,W
4801,111,2014,2015-05-17 11:30:00,a,2,0.727682,11,3,1,9.5185,20,4,4.0,2,L
4802,116,2014,2015-05-17 14:00:00,h,0,1.4523,19,7,16,9.0333,14,4,3.0,0,L
4802,100,2014,2015-05-17 14:00:00,a,1,1.72871,17,6,4,8.303,20,3,3.0,0,W
4803,107,2014,2015-05-17 14:00:00,h,1,2.54956,17,6,6,10.1111,11,9,3.0,0,L
4803,101,2014,2015-05-17 14:00:00,a,4,1.23801,13,7,7,7.6,22,7,1.0,0,W
4804,94,2014,2015-05-17 14:00:00,h,2,1.18511,14,4,5,8.6667,12,5,1.0,0,W
4804,108,2014,2015-05-17 14:00:00,a,1,1.21175,16,6,6,7.875,14,4,2.0,0,L
4805,113,2014,2015-05-17 14:00:00,h,2,2.88077,25,9,12,15.0,8,6,3.0,0,W
4805,109,2014,2015-05-17 14:00:00,a,0,0.178332,7,1,6,16.5909,9,1,0.0,0,L
4806,95,2014,2015-05-17 19:45:00,h,2,2.52509,19,6,11,5.2273,13,10,3.0,0,W
4806,99,2014,2015-05-17 19:45:00,a,1,1.03058,8,3,4,21.6154,12,5,2.0,0,L
4807,110,2014,2015-05-18 18:00:00,h,3,1.9529,22,10,9,7.7083,9,12,1.0,0,W
4807,230,2014,2015-05-18 18:00:00,a,0,1.16854,16,4,4,21.1579,10,4,1.0,0,L
4808,105,2014,2015-05-18 20:00:00,h,3,1.92107,15,4,14,6.9697,9,6,2.0,0,W
4808,203,2014,2015-05-18 20:00:00,a,2,0.513771,7,4,4,20.375,17,1,2.0,0,L
4809,98,2014,2015-05-23 17:00:00,h,3,1.70377,13,5,3,13.0,15,3,1.0,0,W
4809,105,2014,2015-05-23 17:00:00,a,1,1.96746,20,8,7,9.439,12,8,1.0,1,L
4810,101,2014,2015-05-23 19:45:00,h,3,2.08755,17,7,8,7.12,14,13,3.0,0,W
4810,106,2014,2015-05-23 19:45:00,a,2,2.04042,16,5,4,6.8421,10,5,4.0,0,L
4811,108,2014,2015-05-24 11:30:00,h,1,1.6605,18,4,7,6.0256,12,4,3.0,0,D
4811,102,2014,2015-05-24 11:30:00,a,1,0.502291,11,5,6,11.25,13,5,3.0,0,D
4812,230,2014,2015-05-24 14:00:00,h,2,1.10361,14,7,8,15.6,11,6,1.0,0,D
4812,94,2014,2015-05-24 14:00:00,a,2,1.41687,12,7,11,11.8571,11,3,2.0,0,D
4813,203,2014,2015-05-24 14:00:00,h,0,0.332122,11,2,2,9.3793,21,4,3.0,0,L
4813,116,2014,2015-05-24 14:00:00,a,1,1.01404,13,4,5,11.1667,15,8,0.0,0,W
4814,100,2014,2015-05-24 14:00:00,h,2,1.03835,9,5,2,8.2813,16,7,2.0,0,L
4814,110,2014,2015-05-24 14:00:00,a,3,0.996373,10,4,6,8.8571,17,8,3.0,1,W
4815,109,2014,2015-05-24 14:00:00,h,1,0.97759,14,8,11,11.5862,17,6,1.0,0,D
4815,107,2014,2015-05-24 14:00:00,a,1,0.760081,11,3,6,10.45,13,5,0.0,0,D
4816,99,2014,2015-05-24 14:00:00,h,0,0.569603,15,3,2,7.8261,13,11,1.0,1,L
4816,104,2014,2015-05-24 14:00:00,a,1,0.725339,12,3,7,9.4138,12,4,1.0,0,W
4817,111,2014,2015-05-24 19:45:00,h,3,1.92705,15,5,4,17.125,9,5,4.0,1,W
4817,113,2014,2015-05-24 19:45:00,a,0,1.01795,14,3,4,18.0,18,5,2.0,1,L
4818,96,2014,2015-05-25 17:00:00,h,1,1.424,16,3,5,4.92,16,4,4.0,0,L
4818,95,2014,2015-05-25 17:00:00,a,2,1.32911,6,2,5,12.0,12,8,4.0,0,W
4819,94,2014,2015-05-30 17:00:00,h,2,1.29821,16,4,7,11.3448,17,6,3.0,0,D
4819,98,2014,2015-05-30 17:00:00,a,2,1.98709,16,4,11,12.0714,10,4,1.0,1,D
4820,107,2014,2015-05-30 19:45:00,h,1,1.26851,16,1,6,8.9375,19,5,3.0,0,L
4820,111,2014,2015-05-30 19:45:00,a,3,2.25291,9,5,5,7.0769,19,6,0.0,0,W
4821,116,2014,2015-05-31 17:00:00,h,4,1.2052,14,5,13,7.2121,11,4,1.0,0,W
4821,99,2014,2015-05-31 17:00:00,a,3,0.5464,11,6,5,14.9474,13,5,4.0,0,L
4822,102,2014,2015-05-31 19:45:00,h,2,1.38898,17,7,8,7.5909,12,7,0.0,0,D
4822,230,2014,2015-05-31 19:45:00,a,2,1.0172,10,3,6,18.3571,13,4,1.0,0,D
4823,95,2014,2015-05-31 19:45:00,h,1,0.50954,7,2,4,13.2632,13,2,2.0,0,L
4823,100,2014,2015-05-31 19:45:00,a,2,2.88579,12,3,4,13.7308,13,5,3.0,0,W
4824,105,2014,2015-05-31 19:45:00,h,2,2.95673,16,7,8,5.8333,16,4,0.0,1,L
4824,96,2014,2015-05-31 19:45:00,a,4,1.64202,7,5,1,12.1538,15,2,4.0,1,W
4825,104,2014,2015-05-31 19:45:00,h,3,2.65496,16,6,0,8.4643,12,5,3.0,0,W
4825,101,2014,2015-05-31 19:45:00,a,1,2.20223,17,7,13,5.84,22,7,4.0,1,L
4826,106,2014,2015-05-31 19:45:00,h,4,3.0703,32,9,23,6.4595,13,6,1.0,0,W
4826,108,2014,2015-05-31 19:45:00,a,3,2.04109,11,5,6,11.7143,13,0,2.0,0,L
4827,113,2014,2015-05-31 19:45:00,h,5,4.00732,18,9,6,25.8333,6,5,0.0,0,W
4827,203,2014,2015-05-31 19:45:00,a,0,0.244172,7,1,0,15.5909,10,1,2.0,0,L
4828,110,2014,2015-05-31 19:45:00,h,3,2.20556,26,13,6,7.7742,10,3,2.0,0,W
4828,109,2014,2015-05-31 19:45:00,a,0,0.663704,13,2,9,24.4615,9,3,1.0,1,L
4829,95,2014,2015-04-04 11:30:00,h,1,1.22732,7,2,5,7.0714,18,2,4.0,0,W
4829,105,2014,2015-04-04 11:30:00,a,0,0.975768,13,5,10,10.2,10,5,1.0,0,L
4830,106,2014,2015-04-04 14:00:00,h,1,1.05665,18,6,9,5.0,10,5,2.0,0,D
4830,230,2014,2015-04-04 14:00:00,a,1,0.542964,13,2,4,22.1176,12,2,0.0,0,D
4831,116,2014,2015-04-04 14:00:00,h,1,0.368621,10,3,6,8.6571,20,3,4.0,1,L
4831,96,2014,2015-04-04 14:00:00,a,3,4.45421,14,10,5,3.9048,19,1,4.0,0,W
4832,100,2014,2015-04-04 14:00:00,h,1,1.82986,16,3,2,9.0952,14,5,2.0,0,L
4832,111,2014,2015-04-04 14:00:00,a,2,1.72116,13,5,3,9.0,12,6,3.0,0,W
4833,107,2014,2015-04-04 14:00:00,h,1,0.635446,12,4,13,6.697,17,6,3.0,1,L
4833,113,2014,2015-04-04 14:00:00,a,2,0.675998,11,7,6,8.0741,29,6,5.0,1,W
4834,101,2014,2015-04-04 14:00:00,h,1,1.26793,13,5,7,4.2105,18,9,2.0,0,D
4834,99,2014,2015-04-04 14:00:00,a,1,1.64498,14,6,5,8.7037,17,5,3.0,0,D
4835,94,2014,2015-04-04 14:00:00,h,3,1.4245,15,5,2,13.2778,16,7,3.0,0,D
4835,203,2014,2015-04-04 14:00:00,a,3,1.06234,20,8,8,5.2917,12,4,3.0,0,D
4836,104,2014,2015-04-04 14:00:00,h,1,1.47235,7,2,3,6.75,17,4,3.0,1,W
4836,109,2014,2015-04-04 14:00:00,a,0,0.635164,14,3,9,4.5517,11,9,2.0,0,L
4837,110,2014,2015-04-04 17:30:00,h,2,2.2646,20,5,24,4.4865,7,6,2.0,0,W
4837,102,2014,2015-04-04 17:30:00,a,0,0.512445,9,0,2,11.7895,12,3,1.0,0,L
4838,98,2014,2015-04-04 20:00:00,h,2,2.06686,16,7,8,11.0,11,5,2.0,0,W
4838,108,2014,2015-04-04 20:00:00,a,0,0.445433,12,4,5,19.05,8,4,2.0,0,L
4839,230,2014,2015-04-08 17:30:00,h,1,1.22121,17,7,10,16.4737,8,2,2.0,0,W
4839,99,2014,2015-04-08 17:30:00,a,0,0.543698,7,0,10,7.6552,16,4,1.0,0,L
4840,101,2014,2015-04-11 17:00:00,h,2,2.5631,19,6,10,4.5227,16,7,2.0,0,W
4840,116,2014,2015-04-11 17:00:00,a,0,1.61385,14,6,9,6.6098,21,8,3.0,0,L
4841,230,2014,2015-04-11 17:00:00,h,1,0.319367,9,1,5,16.7,17,4,3.0,0,W
4841,98,2014,2015-04-11 17:00:00,a,0,0.914362,19,3,8,4.8077,12,4,3.0,0,L
4842,94,2014,2015-04-11 19:45:00,h,0,1.46945,18,5,6,13.1923,6,4,2.0,0,L
4842,106,2014,2015-04-11 19:45:00,a,3,2.38387,12,2,3,6.3333,13,5,4.0,0,W
4843,203,2014,2015-04-12 11:30:00,h,0,0.476356,16,1,4,5.4545,19,3,2.0,0,L
4843,109,2014,2015-04-12 11:30:00,a,1,1.81431,16,5,4,13.5833,16,5,1.0,0,W
4844,96,2014,2015-04-12 14:00:00,h,4,1.65017,9,6,2,5.6364,24,2,3.0,1,W
4844,108,2014,2015-04-12 14:00:00,a,0,0.897859,12,5,4,8.4333,12,7,0.0,0,L
4845,105,2014,2015-04-12 14:00:00,h,3,1.1947,11,6,2,7.6279,22,4,3.0,0,W
4845,110,2014,2015-04-12 14:00:00,a,0,0.253949,6,0,1,6.6154,16,4,1.0,0,L
4846,99,2014,2015-04-12 14:00:00,h,1,0.44846,11,1,6,6.2727,16,7,3.0,0,L
4846,100,2014,2015-04-12 14:00:00,a,3,1.86145,11,5,5,14.5789,15,3,0.0,0,W
4847,113,2014,2015-04-12 14:00:00,h,1,1.13761,14,2,7,16.2667,11,4,5.0,0,D
4847,95,2014,2015-04-12 14:00:00,a,1,1.90082,22,6,8,7.8571,9,7,3.0,0,D
4848,107,2014,2015-04-12 14:00:00,h,2,1.25964,11,5,3,6.6129,21,2,2.0,1,W
4848,104,2014,2015-04-12 14:00:00,a,1,0.296081,7,2,1,3.3947,18,1,1.0,1,L
4849,111,2014,2015-04-12 19:45:00,h,1,1.23075,26,6,8,7.3438,11,7,3.0,0,D
4849,102,2014,2015-04-12 19:45:00,a,1,0.557741,11,3,3,11.5385,17,5,2.0,0,D
4850,101,2014,2015-04-15 17:30:00,h,2,2.78368,15,4,6,6.3235,15,7,3.0,0,W
4850,230,2014,2015-04-15 17:30:00,a,0,0.595376,9,3,6,8.5789,23,2,5.0,0,L
4851,102,2014,2015-04-18 17:00:00,h,0,1.20484,18,3,9,5.64,8,13,2.0,0,D
4851,203,2014,2015-04-18 17:00:00,a,0,0.169192,5,3,3,9.0833,19,4,3.0,0,D
4852,98,2014,2015-04-18 19:45:00,h,2,0.635097,8,4,2,12.5,12,2,3.0,0,W
4852,96,2014,2015-04-18 19:45:00,a,0,0.493742,17,3,1,4.58,22,9,4.0,1,L
4853,104,2014,2015-04-19 11:30:00,h,1,1.09375,9,1,3,12.7778,16,4,2.0,0,D
4853,113,2014,2015-04-19 11:30:00,a,1,1.98036,21,8,8,12.2778,16,6,3.0,0,D
4854,109,2014,2015-04-19 14:00:00,h,1,1.00434,16,7,2,7.5313,18,4,3.0,0,D
4854,99,2014,2015-04-19 14:00:00,a,1,0.223826,8,1,4,7.6923,15,3,4.0,0,D
4855,108,2014,2015-04-19 14:00:00,h,2,1.06989,12,5,6,7.64,11,13,0.0,0,D
4855,230,2014,2015-04-19 14:00:00,a,2,1.0285,15,5,3,12.0667,16,2,1.0,0,D
4856,100,2014,2015-04-19 14:00:00,h,2,1.86031,14,7,4,4.7317,21,6,4.0,0,W
4856,101,2014,2015-04-19 14:00:00,a,1,0.907374,10,1,15,4.4667,18,5,3.0,0,L
4857,95,2014,2015-04-19 14:00:00,h,1,1.56503,17,7,6,8.6296,15,11,4.0,0,D
4857,107,2014,2015-04-19 14:00:00,a,1,0.919147,5,3,2,10.6923,19,1,5.0,0,D
4858,116,2014,2015-04-19 17:00:00,h,0,0.521935,7,3,6,11.9063,13,6,4.0,0,L
4858,105,2014,2015-04-19 17:00:00,a,3,1.05458,14,4,0,12.087,14,5,1.0,1,W
4859,106,2014,2015-04-19 19:45:00,h,0,1.49986,17,3,8,7.7059,16,9,4.0,0,D
4859,111,2014,2015-04-19 19:45:00,a,0,0.171709,7,3,0,12.3333,10,3,2.0,0,D
4860,110,2014,2015-04-20 19:45:00,h,0,1.65828,21,3,15,4.4375,16,11,2.0,0,L
4860,94,2014,2015-04-20 19:45:00,a,1,1.56963,12,4,6,9.2083,21,7,5.0,0,W
4861,99,2014,2015-04-25 17:00:00,h,2,1.42973,21,5,3,5.9756,26,9,2.0,0,W
4861,111,2014,2015-04-25 17:00:00,a,1,0.52334,6,1,1,8.0588,16,1,1.0,0,L
4862,106,2014,2015-04-25 19:45:00,h,2,1.31242,11,3,7,6.4857,17,4,5.0,0,W
4862,95,2014,2015-04-25 19:45:00,a,1,0.47498,11,4,4,8.0,14,4,4.0,0,L
4863,107,2014,2015-04-26 11:30:00,h,2,1.88314,17,5,8,9.5385,17,7,3.0,0,D
4863,108,2014,2015-04-26 11:30:00,a,2,2.44969,21,10,9,9.2273,15,1,1.0,0,D
4864,230,2014,2015-04-26 14:00:00,h,1,1.11507,8,5,4,11.6667,19,3,4.0,0,W
4864,100,2014,2015-04-26 14:00:00,a,0,1.80235,13,3,8,8.375,11,5,0.0,0,L
4865,113,2014,2015-04-26 14:00:00,h,2,1.70236,12,3,7,9.6296,17,3,3.0,0,W
4865,98,2014,2015-04-26 14:00:00,a,1,1.62627,19,5,12,8.1429,16,2,1.0,0,L
4866,101,2014,2015-04-26 14:00:00,h,3,3.40707,19,5,8,7.0952,13,11,2.0,0,W
4866,203,2014,2015-04-26 14:00:00,a,1,1.24615,13,4,5,5.6207,18,7,3.0,1,L
4867,96,2014,2015-04-26 14:00:00,h,1,1.88339,23,7,8,5.9032,16,8,2.0,0,D
4867,109,2014,2015-04-26 14:00:00,a,1,0.201518,7,1,7,7.1563,16,2,5.0,0,D
4868,94,2014,2015-04-26 14:00:00,h,3,1.75876,15,9,6,18.6667,10,6,3.0,1,W
4868,104,2014,2015-04-26 14:00:00,a,2,2.07561,18,7,10,5.0,17,4,2.0,0,L
4869,110,2014,2015-04-26 17:00:00,h,1,2.12685,19,2,18,6.9545,14,10,1.0,0,L
4869,116,2014,2015-04-26 17:00:00,a,3,2.16001,15,7,3,16.1765,15,3,5.0,0,W
4870,105,2014,2015-04-26 19:45:00,h,4,2.34955,27,11,11,9.9091,11,8,1.0,0,W
4870,102,2014,2015-04-26 19:45:00,a,2,0.274328,9,2,2,16.7826,13,4,2.0,0,L
4871,99,2014,2015-04-28 19:45:00,h,1,0.593611,9,1,2,14.9091,12,5,4.0,2,L
4871,106,2014,2015-04-28 19:45:00,a,2,2.26596,23,11,17,3.8529,20,5,4.0,0,W
4872,104,2014,2015-04-29 19:45:00,h,0,0.447829,11,6,6,7.4054,17,5,3.0,0,L
4872,95,2014,2015-04-29 19:45:00,a,3,0.801308,8,5,7,9.2593,13,2,3.0,0,W
4873,96,2014,2015-04-29 19:45:00,h,4,1.87018,11,7,5,6.0,10,9,1.0,0,W
4873,230,2014,2015-04-29 19:45:00,a,0,0.411529,11,3,6,29.7059,8,2,3.0,0,L
4874,100,2014,2015-04-29 19:45:00,h,2,2.47886,16,3,3,14.3478,9,8,2.0,0,D
4874,113,2014,2015-04-29 19:45:00,a,2,1.05702,14,4,6,15.0588,17,4,3.0,0,D
4875,203,2014,2015-04-29 19:45:00,h,2,2.63369,10,5,5,4.3,21,2,3.0,0,D
4875,107,2014,2015-04-29 19:45:00,a,2,1.41317,16,7,2,4.8857,18,3,4.0,0,D
4876,109,2014,2015-04-29 19:45:00,h,1,0.960728,10,3,3,5.9459,23,3,2.0,0,W
4876,116,2014,2015-04-29 19:45:00,a,0,0.404162,10,1,6,8.1905,21,6,4.0,2,L
4877,98,2014,2015-04-29 19:45:00,h,3,1.69217,12,5,6,7.2692,11,5,1.0,0,W
4877,110,2014,2015-04-29 19:45:00,a,2,2.05425,13,2,4,10.3214,16,9,3.0,0,L
4878,111,2014,2015-04-29 19:45:00,h,1,0.96641,11,5,7,7.4091,16,7,2.0,1,L
4878,101,2014,2015-04-29 19:45:00,a,3,3.01431,17,9,9,11.8077,20,9,4.0,0,W
4879,102,2014,2015-04-29 19:45:00,h,1,1.51699,21,5,15,5.8519,11,6,2.0,1,D
